title,provider,summary
"Market Update: AAPL, TPR, INFO, KO, BUD",provide,"Stocks fell on Wednesday morning amid continued concerns about global growth, with all sectors moving lower. The U.S. trade deficit was narrower than expected. The Commerce Department said that the trade gap narrowed by 14.6% to $51.8 billion in January, reflecting higher exports of soybeans, motor vehicles and parts and lower imports. The Reuters consensus forecast had called for a smaller decline to $57.0 billion. The Dow fell 0.8%, the S&P 1.0%, and the Nasdaq 1.3%. Crude oil fell slightly to just under $60 per barrel, while gold fell $6 to $1309 per ounce."
Attractive price points; reiterating BUY,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Macintosh desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple also owns and operates iTunes, the world's largest vendor of recorded music. Apple derives 42%-45% of its revenue from the Americas, 22%-25% from Europe/MEA, and 24%-30% from the Asia-Pacific region."
"Market Update: AAPL, AVB, HUM, NJR, ZTS",provide,"Stocks fell sharply on Thursday morning, led by the Basic Materials and Financial sectors, as concerns about a slowing global economy led the European Central Bank to announce new stimulus measures. The ECB cut its global growth and inflation targets and also said that it would delay any interest rate hikes until at least 2020. The Dow fell 1.0%, the S&P 1.2%, and the Nasdaq 1.1%. Crude oil rose slightly to about $56 per barrel, while gold fell $1.50 to $1286 per ounce."
Relief rally as services revenue rise; reiterating BUY,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Macintosh desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple also owns and operates iTunes, the world's largest vendor of recorded music. Apple derives 42%-45% of its revenue from the Americas, 22%-25% from Europe/MEA, and 24%-30% from Asia-Pacific."
"Market Update: AAPL, BA, DHI, HOG, NUE, PKG",provide,"The major indices are 0up at midday on Wednesday. FAANG stocks are some of the early-session leaders, trading up in sympathy with Apple after yesterday's well-received earnings call, and ahead of earnings from Microsoft and Facebook this afternoon. With no rate change expected at today's Federal Reserve meeting, investors will be looking for hints of what the future may hold when Fed Chair Jerome Powell speaks with the media. Industries doing well today include Technology Hardware, Storage & Peripherals, Internet & Direct Marketing Retail, and Health Care Providers & Services. Industries showing weakness include Diversified Telecommunication Services, Media, and Biotechnology. The VIX is down 0.01 to 19.12 after the previous close of 19.13. The Dow rose 1.5%, the S&P 1.0%, and the Nasdaq 1.3%. Crude oil rose nearly 3% to about $55 per barrel, while gold rose slightly to trade near $1316 per ounce."
"Market Update: AAPL, BMY, OGE",provide,"Stocks plunged on Thursday morning following reduced revenue guidance from Apple, which cited slower demand for iPhones, and disappointing manufacturing data. The Institute for Supply Management said that its manufacturing index fell to 54.1 in December, below the Reuters consensus forecast of 57.9 and down sharply from November. The Dow fell 2.5%, the S&P 2.0%, and the Nasdaq 2.2%. Crude oil fell 1% to about $46 per barrel, while gold rose $8 to $1292 per ounce."
Cutting estimates on iPhone weakness; reiterating BUY,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Macintosh desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple also owns and operates iTunes, the world's largest vendor of recorded music. Apple derives 42%-45% of its revenue from the Americas, 22%-25% from Europe/MEA, and 24%-30% from Asia-Pacific."
Daily Spotlight: 3Q GDP Growth Final at 3.4%,provide,"The U.S. Department of Commerce announced that its third and final estimate for 3Q18 GDP growth was a strong rate of 3.4%. This was down 10 basis points compared to the previous estimate and, as we had anticipated, was lower than the impressive-but-unsustainable rate of 4.2% in 2Q.  Even so, growth was broad-based, including capital investments into Intellectual Products (+5.6%), Equipment (+3.4%), the all-important Personal Consumer Spending category (+3.5%) and even Federal Government Spending (+3.5%, led by Defense spending).  The segments that lagged were Housing (-3.6%), once again, and Exports (-4.9% and reflecting tariff turmoil as well as a strong dollar). The 3Q results benefited from the Trump tax cuts, which helped drive consumer spending. But the tax-cut ""sugar high"" will be winding down after one more quarter. We expect growth in 4Q in the 3% range, but look for a further slowdown into 2019-2020 as housing and exports continue to weigh. As the slowdown progresses, we anticipate that the Federal Reserve will slow down its pace of interest-rate hikes."
"Market Update: BHP, AAPL",provide,"Stocks rallied on Wednesday, led by the Technology and Consumer Discretionary sectors, after Fed Chair Jerome Powell lowered concerns about aggressive interest rate hikes next year. Meanwhile, the Commerce Department said that the U.S. economy grew at a 3.5% annualized rate in the third quarter, unchanged from its prior estimate but down from 4.2% growth in 2Q. The Dow rose 1.9%, the S&P 1.6%, and the Nasdaq 1.9%. Crude oil rose slightly to about $52 per barrel, while gold traded near $1223 per ounce."
Under pressure from tariffs and demand concerns,provide,"Apple manufactures PCs, MP3 players, smartphones, tablet computers, software and peripherals for a worldwide customer base. Its products include the Macintosh line of desktop and mobile PCs, the iPod MP3 line, the iPhone, the iPad, and various consumer products, including Apple TV. Apple also owns and operates iTunes, the world's largest vendor of recorded music. Apple derives 40%-45% of its revenue from the Americas, 20%-25% from Europe/MEA, 12%-16% from Asia-Pacific, and 15%-18% from its own retail stores."
Weekly Stock List,provide,"The FAANG Stocks - Facebook, Apple, Amazon, Netflix and Google - had been leading the broad market higher over the past two years. And, in the past month, these five Wall Street darlings have led the broad market into correction territory. In August, Apple crossed the trillion-dollar market cap line, and Amazon followed in October. Now, in late November, these five stocks have lost over $1 trillion in market cap collectively. Here are our views on the near-term status of these stocks."
High phone ASPs reinforce margins; reiterating BUY,provide,"Apple manufactures PCs, MP3 players, smartphones, tablet computers, software and peripherals for a worldwide customer base. Its products include the Macintosh line of desktop and mobile PCs, the iPod MP3 line, the iPhone, the iPad, and various consumer products, including Apple TV. Apple also owns and operates iTunes, the world's largest vendor of recorded music. Apple derives 40%-45% of its revenue from the Americas, 20%-25% from Europe/MEA, 12%-16% from Asia-Pacific, and 15%-18% from its own retail stores."
Market Update: CERN,provide,"Stocks fell on Friday morning following the October employment report, as strong wage growth raised the likelihood of a Fed interest rate hike in December. The Labor Department said that the U.S. economy added 250,000 payroll jobs last month, up from a revised 118,000 in September and above the Reuters consensus forecast of 190,000. The official unemployment rate held steady at 3.7%, while average hourly wages rose 3.1% from the prior year. The S&P fell 0.9%, the Dow 0.7%, and the Nasdaq 1.3%. Crude oil traded near $63 per barrel, while gold fell $7 to $1232 per ounce."
Min Vol Model Portfolio,provide,"With the stock market racing to new highs earlier this year, most mainstream investors were either looking to get aboard or stay aboard the galloping bull. As the market was lifted higher by the FAANG stocks, many investors likely became over-allocated to a couple of high risk-reward sectors. Even while riding the rally � and the recent ups and downs � some investors are considering end-of-rally strategies. Minimum volatility, or �Min Vol,� often falls into that defensive category."
The Argus ESG Model Portfolio,provide,"Sustainable Impact Investing, or ESG investing, is gaining traction not only with Argus Research clients but also with the global investment community. BlackRock CEO Lawrence Fink, who oversees approximately $9 trillion in assets, announced in January 2020 that his firm would be investing in companies that are making progress on sustainability. He doubled down in his January 2021 letter, calling on company managements to disclose their plans for making their businesses ""compatible with a net-zero economy"" by 2050. As assets have flowed in over the past 40 years, Sustainable Impact Investing has evolved. The discipline, originally known as Socially Responsible Investing, focused at first on excluding companies that conducted business in South Africa, or participated in industries such as tobacco, alcohol, and firearms. Performance of these initial strategies lagged, and the approach has been modified. Now, instead of merely identifying industries to avoid, the discipline promotes ""sustainable"" business practices across all industries that can have an ""impact"" on global issues such as climate, hunger, poverty, disease, shelter, and workers' rights."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, P6Cs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: MKL, AAPL, AVY, JBLU, BRK/B, HA",provide,"Stocks have struggled in 2022, in particular over the past two weeks. In response, several insider-sentiment readings from Vickers Stock Research are now positive -- suggesting that insiders are using the current dip as an opportunity to buy stocks at seemingly reduced prices. "
The Argus Innovation Model Portfolio,provide,"Innovation may be hard to define. But to borrow from former U.S. Supreme Court Justice Potter Stewart, you know it when you see it. The United States economy is full of innovation. It has to be. Manufacturing industries that dominated the economy decades ago - textiles, televisions, even automobiles to a large degree - have moved overseas, where costs are lower. Yet the U.S. economy, even during the pandemic, has expanded to record levels. If U.S. corporations weren't innovating, creating new products (such as vaccines) and services and moving into new markets and applications, the domestic economy would not be growing, and capital would not be flooding into the country. Consider that U.S. GDP was approximately $1 trillion in 1930 but was more than $24 trillion at the end of 2021. That's growth of 24-times. Meanwhile, the U.S. population has grown less than three-times during that time span, to 320 million from 120 million. The delta between GDP growth and population growth has been driven, in large part, by innovation."
Daily Spotlight: Final 4Q GDP Reading: +6.9%,provide,"This morning, the U.S. Department of Commerce announced that its ""third"" estimate for the rate of growth in 4Q21 GDP was 6.9%. This was slightly below the previous estimates but in line with the consensus outlook. In our estimation, this will be the last time for a long time that the country experiences GDP growth in the 7.0% range. The 4Q period was post-Delta and pre-Omicron. In addition, since the end of the fourth quarter, Russia has invaded Ukraine and the Federal Reserve has started to raise short-term interest rates. These factors, as well as the inevitable emergence of new COVID strains, are likely to send GDP growth back down to the pre-pandemic level of 2.0%-3.0%. The GDP report also includes an inflation gauge, the PCE price index. This index, excluding food and energy, rose at a 5.0% pace, well ahead the Federal Reserve's inflation target of 2.0% and above the 4.6% rate recorded in 3Q21. Looking ahead, our forecast for 2022 GDP growth is now 3.1%, compared to our estimate for 2021 GDP growth of 5.6%."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, P6Cs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, MDB",provide,"Stocks finished lower on Thursday amid continued concerns about the war in Ukraine and surging consumer prices. The Labor Department said that its consumer price index rose 7.9% year-over-year in February, up from 7.5% in January and the fastest increase in 40 years. On the employment front, first-time claims for state unemployment benefits rose by 11,000 to 227,000 for the week ended March 5 and topped the consensus forecast. The Dow fell 0.34%, the S&P 0.43%, and the Nasdaq 0.95%. Crude oil traded near $106 per barrel, while gold rose $12 to $2001 per ounce."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, P6Cs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Update: AAPL, BAX, MO, PSA, T, V, IVZ, DOW",provide,"Stocks rose strongly on Friday morning, led by the Technology and Communication Services sectors, after recovering from sharp early losses. But there were more signs of accelerating inflation. The Commerce Department said that its personal consumption expenditures index rose 5.8% from the prior year in December, up from 5.7% growth in November and in line with the Bloomberg consensus forecast. The Dow rose 0.5%, the S&P 1.2%, and the Nasdaq 2.0%. Crude oil rose more than 1% to $88 per barrel, while gold traded near $1786 per ounce."
Daily Spotlight: Final 3Q GDP Reading: +2.3%,provide,"The U.S. Department of Commerce announced that its ""third"" estimate for 3Q21 GDP growth was a rate of 2.3%. This was slightly above the previous estimates but in line with the consensus outlook. The growth rate, while positive, was more than 400 basis points below the 1H21 average of 6.5%, due to the emergence of the Delta variant of COVID-19. (The Omicron variant is also likely to have a negative impact on GDP in 2022, but we don't anticipate the impact will be as severe.) The GDP report also includes an inflation gauge, the PCE price index. This index, excluding food and energy, rose at a 4.6% pace, well ahead the Federal Reserve's inflation target of 2.0%, but down from the 6.1% rate recorded in 2Q21. Looking ahead, we expect above-trend GDP growth for the next few quarters. But there may be bumps along the way, including the impact of the Omicron variant on jobs and consumer spending on services, as well as supply-chain bottlenecks. Our forecast for 2022 GDP growth is 3.7%, compared to our estimate for 2021 GDP growth of 5.5%."
The Argus ESG Model Portfolio,provide,"Sustainable Impact Investing is gaining traction with the global investment community. In January 2020, BlackRock CEO Lawrence Fink, who oversees approximately $9 trillion in assets, announced that his firm would be investing in companies that are making progress on sustainability. He doubled down in his January 2021 letter, calling on company managements to disclose their plans for making their businesses ""compatible with a net-zero economy"" by 2050. As assets have flowed in over the past 40 years, Sustainable Impact Investing has evolved. The discipline, originally known as Socially Responsible Investing, focused at first on excluding companies that conducted business in South Africa, or participated in industries such as tobacco, alcohol, and firearms. But the performance of these initial strategies lagged, and the approach has been modified. Now, instead of merely identifying industries to avoid, the discipline promotes ""sustainable"" business practices across all industries that can have an ""impact"" on global issues such as the climate, hunger, poverty, disease, shelter, and workers' rights."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, P6Cs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Market Digest: CAT,provide,"Stocks rose strongly on Thursday as investors weighed new GDP and employment data along with 3Q earnings reports from a range of major companies. The Commerce Department said that 3Q GDP rose just 2.0%, down from 6.7% in 2Q and below the Reuters consensus of 2.7%. First-time unemployment claims fell to a new pandemic-era low of 281,000, down from 291,000 a week earlier and below the consensus forecast of 288,000. Continuing claims dropped to 2.243 million from 2.480 million a week earlier, and were also below consensus. The Dow rose 0.68%, the S&P 0.98%, and the Nasdaq 1.39%. Crude oil rose to $83 per barrel, while gold rose slightly to $1800 per ounce."
The Argus Innovation Model Portfolio,provide,"The United States economy is full of innovation. It has to be. Manufacturing industries that dominated the economy decades ago - textiles, televisions, even automobiles to a large degree - have moved overseas, where costs are lower. Yet the U.S. economy, even during the pandemic, has expanded to record levels. If U.S. corporations weren't innovating, the domestic economy would not be growing and capital would not be flooding into the country. Consider that U.S. GDP was approximately $1 trillion in 1930 but nearly $23 trillion at the end of 1H21. That's growth of 23-times. Meanwhile, the U.S. population has grown less than three-times during that time span, to 320 million from 120 million. The delta between GDP growth and population growth has been driven, in large part, by innovation. In addition, the value of listed corporations on U.S. stock exchanges at the end of 2020 was approximately $41 trillion, according to SIFMA, representing 38% of global equity market capitalization, while U.S. GDP represented only 26% of global GDP. The current low level of interest rates and the relatively high level of the dollar both attest to the confidence that global investors have in the innovative U.S. economy."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, P6Cs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, WBA, BMI",provide,"Earnings season has started -- and in the micro-burst that was last week, positive bank earnings (and a pandemic-low jobless-claims report) left the DJIA up 1.58%, the S&P 500 up 1.82%, and the Nasdaq Composite up 2.18%. Indeed, investors seem to be in a pretty-good mood as they survey third-quarter earnings and the fourth-quarter landscape. So how about corporate insiders?"
Technical Assessment: Bullish in the Intermediate-Term,provide,"October is off to a rocky start, although the market eked out a win last week. Investors took the disappointing jobs number as well as could be expected. While the absolute number of jobs gained was well under expectations, some economists believe the seasonal adjustment (related to limited return to classrooms in fall 2020) may have skewed the data, and that without adjustments the job tally would have been higher."
Daily Spotlight: Final 2Q GDP Reading: +6.7%,provide,"The U.S. Department of Commerce announced that its third estimate for 2Q21 GDP growth was a rate of 6.7%. This was in line with the previous estimates and with the consensus outlook, and represents a robust recovery. The GDP report also includes an inflation gauge, the PCE price index.  This index, excluding food and energy, rose at a 6.1% pace, well ahead the Federal Reserve's inflation target of 2.0%, though the Fed has said that it will allow inflation to run hot for a while before raising short-term interest rates. Looking ahead, we expect above-trend GDP growth for the next few quarters. But there may be bumps along the way, including the impact of the delta variant on jobs and consumer spending on services, as well as supply-chain bottlenecks. Speaking of the employment environment, unemployment claims rose last week to 362,000, according to the Labor Department. This was the third consecutive week of rising claims. The four-week average of continued claims (the chronically unemployed) was 2.8 million, flat week-to-week and down from the pandemic highs of more than 20 million in May 2020 (but still substantially higher than the 1.7 million reading in February 2020, before the pandemic struck)."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, CMG, AA",provide,"In the trading week ended September 10, the stock market did what it often does in September -- which is head lower. The S&P 500 fell 1.69% and the Nasdaq Composite declined 1.61%. The DJIA fared the worst, declining 2.15%, weighed down by Boeing. "
Weekly Stock List,provide,"The Technology sector started slowly in 2021 as investors focused on value stocks. But the sector has come on strong in recent months (up 22% year-to-date) and now is outperforming the market (up 20.7%) as well as value sectors such as Consumer Staples (+8%), Utilities (+10%), Materials (+17%), and Industrials (+18%). The sector is the largest in the U.S. market and now accounts for more than 28% of the S&P 500. Over the long term, we expect the sector to benefit from pervasive digitization across the economy, greater acceptance of transformative technologies, and the development of the Internet of Things (IoT). Healthy company and sector fundamentals are also positive. For individual companies, these include high cash levels, low debt, and broad international business exposure. We have an Over-Weight ranking on the Tech sector and think investors should look to allocate up to 30% of their diversified portfolios to the group.  Here is how we use our analysts' Tech sector ideas in our Focus List and Model Portfolios."
Technical Assessment: Bullish in the Intermediate-Term,provide,"A lot of attention these days is being given to the fact that the mega-cap S&P 500, Nasdaq Composite, and Nasdaq 100 (QQQ) are printing all-time highs almost on a daily basis. Yet slowly but surely, there is some clearing of the clouds for mid-cap and small-cap stocks. While we need more confirmation (and a couple of weeks of relative strength versus the ""500"" is certainly not enough), there is a glimmer of sunshine through the stormy clouds."
Technical Assessment: Bullish in the Intermediate-Term,provide,"July's stock-market performance was positive and had a bit of everything, as the wacky year continues. Large-cap stocks did well, but small-caps did not as the recovery trade continued to lose momentum. Sector strength was tilted toward low-beta defensive stocks, yet Technology also saw nice gains. Talk about a dichotomy!"
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Market Update: AGNC,provide,"Stocks were mixed on Wednesday morning as investors weighed earnings reports from Alphabet, Apple, and Microsoft, and awaited the Fed's policy statement and comments from Fed Chair Jerome Powell this afternoon. Investors will be closely scrutinizing Mr. Powell's comments regarding the state of the economy, the impact of the Delta variant, and the timing of any reduction in the central bank's bond buying program. The Dow fell 0.1%, the S&P rose 0.1%, and the Nasdaq rose 0.7%. Crude oil traded near $72 per barrel, while gold fell $3 to $1797 per ounce."
Daily Spotlight: Final 1Q GDP Reading: +6.4%,provide,"The U.S. Department of Commerce last week announced that its third estimate for 1Q20 GDP growth was a rate of 6.4%. This was in line with the previous estimates and with the consensus outlook, and represents a robust recovery. The report also includes an inflation gauge, the PCE price index. This index, excluding food and energy, rose at a 2.5% pace, well ahead the Federal Reserve's inflation target of 2.0%, though the Fed has said that it will allow inflation to run hot for a while before raising short-term interest rates. We expect above-trend GDP growth for the next few quarters. But there may be bumps along the way. Some segments of the economy are back to or above pre-pandemic highs. These include consumer spending on durable and nondurable goods as well as investment into residential and intellectual property products. Other segments continue to lag, such as consumer spending on services, investment into structures, and exports."
Technical Assessment: Bullish in the Intermediate-Term,provide,"In our Wednesday comment, we noted that we don't often try to predict what the U.S. Dollar Index (USD) will do. We also mentioned that the direction of the USD was very important to the euro and to metals. The Fed proved that point on Wednesday, with results that ran into Thursday."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, CCL, IP, LNT",provide,"Stocks rose on Thursday as investors looked past more signs of inflation in the government's May consumer price data. The Labor Department said that the CPI rose 5.0% year-over-year in May, up from 4.2% in April. The reading was above the Reuters consensus forecast of 4.7% and the sharpest annual increase since 2008. The core CPI, excluding food and energy, also rose 3.8% from the prior year. On the employment front, first-time jobless claims fell to a new pandemic era low of 376,000, down from the prior week but slightly above consensus. Continuing claims fell to 3.499 million, down from 3.757 million a week earlier and below the consensus forecast of 3.665 million. The Dow rose 0.06%, the S&P 0.47%, and the Nasdaq 0.78%. Crude oil rose slightly to $70 per barrel, while gold fell $6 to $1901 per ounce."
Weekly Stock List,provide,"Sustainable Impact investing continues to grow. According to Opimas, a management consultancy focused on global capital markets, global assets under management in ESG strategies grew to $40.5 trillion in 2020, doubling in four years and tripling in eight. As assets have flowed in, SRI investing has evolved over the past 40 years. Now, instead of merely identifying industries to avoid, the discipline promotes ""sustainable"" business practices across all businesses that can have an ""impact"" on global issues such as workers' rights, poverty, hunger, and the climate. Based on numerous requests from clients, we have compiled a portfolio of companies followed by Argus Research that are in position to have this type of ""sustainable impact"" on the environment, workplace, and community. These firms have exemplary records not only in delivering on the bottom line, but also in improving the environment, contributing to community relations, and showing respect for their employees. We built our portfolio by identifying companies that are BUY-rated by Argus analysts and also score well on ESG (Environmental, Social and Governance) criteria established by the JUST Capital Foundation. JUST Capital utilizes a combination of polling, data-driven research, and strategic engagement to shift behaviors and activities in corporate America and the financial markets. JUST Capital's mission is to drive measurable corporate change to create a stakeholder-centric, inclusive form of capitalism that reflects the priorities of the American public.  JUST ranks the Russell 1000 on these criteria against a scale of 1-100. Here are company highlights from the Argus U.S. ESG Model Portfolio."
Market Update: MDLZ,provide,"Stocks rose modestly on Thursday morning, but gave up strong early gains amid a range of first-quarter earnings reports and new GDP and employment data. Investors also weighed President Biden's ambitious plans for new spending on families and education. The Commerce Department said that the U.S. economy expanded at a 6.4% annualized rate in the first quarter, above the Reuters consensus forecast of 6.1% and up from 4.3% growth in the fourth quarter. The Dow rose 0.1%, the S&P 0.3%, and the Nasdaq 0.1%. Crude oil rose 1.5% to $65 per barrel, while gold traded near $1768 per ounce."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
The Argus ESG Model Portfolio,provide,"Sustainable Impact Investing is gaining traction with the global investment community. In January 2020, BlackRock CEO Lawrence Fink, who oversees approximately $9 trillion in assets, announced that his firm would be investing in companies that are making progress on sustainability. He doubled down in his January 2021 letter, calling on company managements to disclose their plans for making their businesses ""compatible with a net-zero economy"" by 2050. As assets have flowed in over the past 40 years, Sustainable Impact Investing has evolved. The discipline, originally known as Socially Responsible Investing, focused at first on excluding companies that conducted business in South Africa, or participated in industries such as tobacco, alcohol, and firearms. But the performance of these initial strategies lagged, and the approach has been modified. Now, instead of merely identifying industries to avoid, the discipline promotes ""sustainable"" business practices across all industries that can have an ""impact"" on global issues such as the climate, hunger, poverty, disease, shelter, and workers' rights."
Daily Spotlight: Final 4Q GDP Reading: 4.3%,provide,"The U.S. Department of Commerce announced that its ""third"" estimate for 2Q20 GDP growth was a rate of 4.3%. This represents a return to more-normal GDP results after 30% swings down and up in 2Q20 and 3Q20. The report also includes an inflation gauge, the PCE price index.  This index, excluding food and energy, rose at a 1.3% pace, well below the Federal Reserve's inflation target of 2.0%. Although the economy has expanded for two quarters in a row, the National Bureau of Economic Research has not yet declared that the recession is over. At $21.49 trillion, the U.S. economy at the end of 4Q was still below its pre-pandemic highs of $21.75 trillion. Some segments of the economy are back to or above pre-pandemic highs. These segments include consumer spending on durable and nondurable goods, and investment into residential and intellectual property products. Other segments continue to lag, such as exports, consumer spending on services, and investment into structures. We anticipate a pick-up in economic growth in 2021, due in part to aggressive government spending."
The Argus Innovation Model Portfolio,provide,"The United States economy is full of innovation. It has to be. Manufacturing industries that dominated the economy decades ago - textiles, televisions, even automobiles, to a large degree - have moved overseas, where costs are lower. Yet the U.S. economy, prior to the pandemic, had expanded to record levels. And now, the U.S. Healthcare industry is mobilizing to improve COVID-19 testing, treatments and vaccines. Consider that U.S. GDP was approximately $1 trillion in 1930 but nearly $22 trillion at the end of 2019. That's growth of 22-times. Meanwhile, the U.S. population has grown less than 3-times during that time span, to 320 million from 120 million. The delta between GDP growth and population growth has been driven in large part by innovation. In addition, the value of listed corporations on U.S. stock exchanges at the end of 2020 was approximately $32 trillion, representing 41% of global equity market capitalization, while U.S. GDP represented only 25% of global GDP. The current low level of interest rates (the benchmark 10-year Treasury bond yield is 1.1%) and the relatively high level of the dollar both attest to the confidence that global investors have in the innovative U.S. economy."
The Argus Millennial Generation Model Portfolio,provide,"There are now more than 80 million Millennials, born between 1982 and 2000 and ranging in age from their early 20s to their late-30s. This generation is the largest in history - bigger than even the Baby Boomers. Yet despite their size, and according to our research, Millennials currently account for 25% of total U.S income - some $3.1 trillion in direct annual purchasing power. Millennials are already coveted by marketers, even though their annual average income is 40% below the spending levels of the generation ahead of them (Gen X) and 30% below the spending levels of Baby Boomers, who are slowing down. But as Millennials rise into their peak earning years, their earnings are expected to grow."
Analyst Report: Apple Inc,provide,"Apple manufactures smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Update: LRCX,",provide,"Stocks rallied on Thursday morning, recovering from Wednesday's selloff, amid lower-than-expected jobless claims. The Labor Department reported that first-time claims for state unemployment benefits fell to 847,000 for the week ended January 23, down from a revised 914,000 a week earlier and below the Bloomberg consensus forecast of 875,000. The Dow rose 1.8%, the S&P 1.6%, and the Nasdaq 0.9%. Crude oil rose to $53 per barrel, while gold traded near $1866 per ounce."
Technical Assessment: Bullish in the Intermediate-Term,provide,"Major technology indices peaked in early September, consolidated for a couple of months, and then broke out to all-time highs (ATHs) and never looked back. But FAANG stocks went nowhere over that more-than four-month period."
Daily Spotlight: Final 3Q GDP Reading: 33.4%,provide,"The U.S. Department of Commerce announced that its ""third"" estimate for the 3Q20 GDP rate of growth was 33.4%. This was in line with the previous estimates and with the consensus outlook, and represented a sharp spike higher from the 31.4% plunge in 2Q. The GDP report also includes an inflation gauge, the PCE price index. This index, excluding food and energy, rose at a 3.4% pace, well ahead the Federal Reserve's inflation target of 2.0% (though the Fed has said it will allow inflation to run hot for a while before raising short-term interest rates). After this reading, we expect that GDP reports going forward should settle into a low- to mid-single-digits rate. But there is still work to be done. At $21.2 trillion, the U.S. economy at the end of 3Q was almost 3% below its pre-pandemic highs. Some segments of the economy are back to or above pre-pandemic highs. These segments consumer spending on durable and nondurable goods, and investment into residential and intellectual property products. Other segments continue to lag, such as consumer spending on services and investment into equipment."
Technical Assessment: Bullish in the Intermediate-Term,provide,"Smaller stocks had another good day on Tuesday, with the Russell 2000 (IWM) jumping 2.5% and the S&P 600 Small Cap (SML) vaulting 2.6%. The S&P 400 Mid Caps also provided leadership once again, popping 2.4%."
